sample_id,split,label,category,type,change_type,description,longitude,latitude,zoom,t0_start,t0_end,t1_start,t1_end,t0_path,t1_path,t0_shape,t1_shape
mining_499,train,1,mining_emergence,positive,mining,Mining site emerged,-51.43990625013295,-5.824288083448529,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_499_t0.npy,train/images/mining_499_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1085,train,1,mining_emergence,positive,mining,Mining site emerged,-58.550227916853856,5.47687925043464,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1085_t0.npy,train/images/mining_1085_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_938,train,1,mining_emergence,positive,mining,Mining site emerged,-59.345163,6.2670055,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_938_t0.npy,train/images/mining_938_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1155,train,1,mining_emergence,positive,mining,Mining site emerged,-61.4829725,6.180194,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1155_t0.npy,train/images/mining_1155_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1018,train,1,mining_emergence,positive,mining,Mining site emerged,-50.850513083572515,-7.833011250044244,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1018_t0.npy,train/images/mining_1018_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2193,train,1,mining_emergence,positive,mining,Mining site emerged,-67.65210079062328,-15.349472687899464,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2193_t0.npy,train/images/mining_2193_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_198,train,0,natural_change,negative,natural,Natural change,-63.03529562948975,6.953230244461643,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_198_t0.npy,train/images/natural_198_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_407,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-46.888351438993084,-11.447894595413917,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_407_t0.npy,train/images/human_407_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2059,train,1,mining_emergence,positive,mining,Mining site emerged,-78.62797861341267,-4.191459322292468,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2059_t0.npy,train/images/mining_2059_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2187,train,1,mining_emergence,positive,mining,Mining site emerged,-67.65950074321557,-15.382069670573394,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_2187_t0.npy,train/images/mining_2187_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_29,train,1,mining_emergence,positive,mining,Mining site emerged,-62.02631458471254,4.199264894914811,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_29_t0.npy,train/images/mining_29_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_636,train,1,mining_emergence,positive,mining,Mining site emerged,-55.31771591590029,-10.168497249126707,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_636_t0.npy,train/images/mining_636_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1133,train,1,mining_emergence,positive,mining,Mining site emerged,-61.801382,6.363267,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1133_t0.npy,train/images/mining_1133_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2281,train,1,mining_emergence,positive,mining,Mining site emerged,-69.84099588606503,-12.717789037070196,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_2281_t0.npy,train/images/mining_2281_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_60,train,1,mining_emergence,positive,mining,Mining site emerged,-62.45564995136092,5.190478781337881,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_60_t0.npy,train/images/mining_60_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1117,train,1,mining_emergence,positive,mining,Mining site emerged,-56.753483249902615,-7.138799583235951,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1117_t0.npy,train/images/mining_1117_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_218,train,1,mining_emergence,positive,mining,Mining site emerged,-53.75807125084294,-6.08969808340892,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_218_t0.npy,train/images/mining_218_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2310,train,1,mining_emergence,positive,mining,Mining site emerged,-67.95807321143415,-15.431579522792687,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2310_t0.npy,train/images/mining_2310_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1936,train,1,mining_emergence,positive,mining,Mining site emerged,-77.23945629654818,-0.233091576813061,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1936_t0.npy,train/images/mining_1936_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_477,train,0,natural_change,negative,natural,Natural change,-72.40637281406714,-11.68336813431134,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_477_t0.npy,train/images/natural_477_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_433,train,0,natural_change,negative,natural,Natural change,-78.7702551732703,-4.630963956955268,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_433_t0.npy,train/images/natural_433_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_299,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-65.41133283869544,-16.725743183460093,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_299_t0.npy,train/images/human_299_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_255,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-55.534857951862456,-12.401396545561418,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_255_t0.npy,train/images/human_255_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_507,train,0,natural_change,negative,natural,Natural change,-75.38283413349541,1.488657785141474,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_507_t0.npy,train/images/natural_507_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1002,train,1,mining_emergence,positive,mining,Mining site emerged,-54.6045,4.662233,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1002_t0.npy,train/images/mining_1002_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_306,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-65.57092417273473,-16.58251930277963,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_306_t0.npy,train/images/human_306_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_14,train,1,mining_emergence,positive,mining,Mining site emerged,-61.491253604406644,4.773683613403819,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_14_t0.npy,train/images/mining_14_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_56,train,1,mining_emergence,positive,mining,Mining site emerged,-62.34523060042394,4.74680784273333,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_56_t0.npy,train/images/mining_56_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_313,train,1,mining_emergence,positive,mining,Mining site emerged,-56.641537749849626,-7.816061083112351,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_313_t0.npy,train/images/mining_313_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1643,train,1,mining_emergence,positive,mining,Mining site emerged,-77.16544689486516,-0.428622940893975,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1643_t0.npy,train/images/mining_1643_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1664,train,1,mining_emergence,positive,mining,Mining site emerged,-77.28745265100324,-0.204058943315048,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1664_t0.npy,train/images/mining_1664_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1780,train,1,mining_emergence,positive,mining,Mining site emerged,-77.30394283344538,-0.189421617750772,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1780_t0.npy,train/images/mining_1780_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_814,train,1,mining_emergence,positive,mining,Mining site emerged,-56.676899,-7.832914,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_814_t0.npy,train/images/mining_814_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2291,train,1,mining_emergence,positive,mining,Mining site emerged,-70.13122911719286,-12.760057989970257,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2291_t0.npy,train/images/mining_2291_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1910,train,1,mining_emergence,positive,mining,Mining site emerged,-63.00497615525583,2.598481186390364,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1910_t0.npy,train/images/mining_1910_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_173,train,1,mining_emergence,positive,mining,Mining site emerged,-56.024627,-6.437047,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_173_t0.npy,train/images/mining_173_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_501,train,0,natural_change,negative,natural,Natural change,-75.40071031227288,1.501718815932953,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_501_t0.npy,train/images/natural_501_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_26,train,1,mining_emergence,positive,mining,Mining site emerged,-61.87807046168704,4.268424826726588,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_26_t0.npy,train/images/mining_26_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_221,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-60.15583846942746,-3.007115665528242,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_221_t0.npy,train/images/human_221_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1914,train,1,mining_emergence,positive,mining,Mining site emerged,-63.8132281734138,2.519638031353299,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1914_t0.npy,train/images/mining_1914_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1187,train,1,mining_emergence,positive,mining,Mining site emerged,-61.85963349999999,6.294891,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1187_t0.npy,train/images/mining_1187_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_356,train,1,mining_emergence,positive,mining,Mining site emerged,-57.4259035,-5.9406315,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_356_t0.npy,train/images/mining_356_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1165,train,1,mining_emergence,positive,mining,Mining site emerged,-61.489098,4.7115115,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1165_t0.npy,train/images/mining_1165_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_424,train,1,mining_emergence,positive,mining,Mining site emerged,-70.0452465,-12.986001,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_424_t0.npy,train/images/mining_424_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1228,train,1,mining_emergence,positive,mining,Mining site emerged,-61.6642765,6.4768625,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1228_t0.npy,train/images/mining_1228_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1653,train,1,mining_emergence,positive,mining,Mining site emerged,-77.20800516810925,-0.235161663798093,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1653_t0.npy,train/images/mining_1653_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1935,train,1,mining_emergence,positive,mining,Mining site emerged,-77.23850814600665,-0.236732252387112,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1935_t0.npy,train/images/mining_1935_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2209,train,1,mining_emergence,positive,mining,Mining site emerged,-68.0750825415064,-15.39428529993875,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2209_t0.npy,train/images/mining_2209_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_435,train,1,mining_emergence,positive,mining,Mining site emerged,-51.45846808360776,-8.027081749814261,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_435_t0.npy,train/images/mining_435_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1509,train,1,mining_emergence,positive,mining,Mining site emerged,-65.07075473024577,-9.459061283241834,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1509_t0.npy,train/images/mining_1509_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_335,train,1,mining_emergence,positive,mining,Mining site emerged,-51.4229695,-7.9229175,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_335_t0.npy,train/images/mining_335_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_697,train,1,mining_emergence,positive,mining,Mining site emerged,-56.749076,-6.560943,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_697_t0.npy,train/images/mining_697_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_318,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-67.7758846347751,-9.952446639303156,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_318_t0.npy,train/images/human_318_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_419,train,0,natural_change,negative,natural,Natural change,-74.59403588662892,-7.193696707704754,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_419_t0.npy,train/images/natural_419_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1554,train,1,mining_emergence,positive,mining,Mining site emerged,-77.2288090991743,-0.237828430388623,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1554_t0.npy,train/images/mining_1554_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_453,train,1,mining_emergence,positive,mining,Mining site emerged,-56.29960624977845,-6.099013083412847,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_453_t0.npy,train/images/mining_453_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1091,train,1,mining_emergence,positive,mining,Mining site emerged,-66.81937983255136,3.716232834114971,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1091_t0.npy,train/images/mining_1091_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_188,train,0,natural_change,negative,natural,Natural change,-62.92884128325943,6.280366759940635,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_188_t0.npy,train/images/natural_188_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1078,train,1,mining_emergence,positive,mining,Mining site emerged,-51.03786725002655,-7.271657583218335,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1078_t0.npy,train/images/mining_1078_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1971,train,1,mining_emergence,positive,mining,Mining site emerged,-77.25195535400724,-0.165792923132512,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1971_t0.npy,train/images/mining_1971_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_367,train,1,mining_emergence,positive,mining,Mining site emerged,-61.525552,6.243952,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_367_t0.npy,train/images/mining_367_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_346,train,0,natural_change,negative,natural,Natural change,-63.160624236749634,-4.104828157213449,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_346_t0.npy,train/images/natural_346_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_320,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-67.81626634702357,-10.051360013076746,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_320_t0.npy,train/images/human_320_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_422,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-78.4962548870395,-3.768540329437606,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_422_t0.npy,train/images/human_422_t1.npy,"(48, 48, 6)","(48, 48, 6)"
natural_131,train,0,natural_change,negative,natural,Natural change,-62.642658016797185,-19.737628892884015,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/natural_131_t0.npy,train/images/natural_131_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_999,train,1,mining_emergence,positive,mining,Mining site emerged,-50.978594,-7.809157,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_999_t0.npy,train/images/mining_999_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2215,train,1,mining_emergence,positive,mining,Mining site emerged,-68.06694513924803,-15.356948800970713,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2215_t0.npy,train/images/mining_2215_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_59,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-60.467210545971824,-3.244898704207575,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_59_t0.npy,train/images/human_59_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1529,train,1,mining_emergence,positive,mining,Mining site emerged,-77.18918692199026,-0.190654056318751,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1529_t0.npy,train/images/mining_1529_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_240,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-59.411227431182446,-2.845620770261102,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_240_t0.npy,train/images/human_240_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_180,train,1,mining_emergence,positive,mining,Mining site emerged,-70.025895,-12.9434025,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_180_t0.npy,train/images/mining_180_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1140,train,1,mining_emergence,positive,mining,Mining site emerged,-61.77072,6.4086765,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1140_t0.npy,train/images/mining_1140_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_654,train,1,mining_emergence,positive,mining,Mining site emerged,-57.04021275000885,-7.162745083236013,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_654_t0.npy,train/images/mining_654_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_41,train,1,mining_emergence,positive,mining,Mining site emerged,-62.154248683218036,4.325612053359276,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_41_t0.npy,train/images/mining_41_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_13,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-49.63452931482956,-10.840639872804074,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_13_t0.npy,train/images/human_13_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_980,train,1,mining_emergence,positive,mining,Mining site emerged,-70.02065091508297,-12.832212750658384,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_980_t0.npy,train/images/mining_980_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_19,train,1,mining_emergence,positive,mining,Mining site emerged,-61.50442572762741,4.716342711301696,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_19_t0.npy,train/images/mining_19_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1667,train,1,mining_emergence,positive,mining,Mining site emerged,-77.24579112196903,-0.157220133572266,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1667_t0.npy,train/images/mining_1667_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_625,train,1,mining_emergence,positive,mining,Mining site emerged,-58.341691750609435,-9.203981582794079,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_625_t0.npy,train/images/mining_625_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1988,train,1,mining_emergence,positive,mining,Mining site emerged,-77.21674247674986,-0.296446937816132,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1988_t0.npy,train/images/mining_1988_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_210,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-60.732029119220925,-3.119123399043685,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_210_t0.npy,train/images/human_210_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_292,train,1,mining_emergence,positive,mining,Mining site emerged,-55.53368341690668,4.856696749636209,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_292_t0.npy,train/images/mining_292_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2329,train,1,mining_emergence,positive,mining,Mining site emerged,-67.67700152213557,-15.738618784596543,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2329_t0.npy,train/images/mining_2329_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1086,train,1,mining_emergence,positive,mining,Mining site emerged,-63.05739,-9.450506,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1086_t0.npy,train/images/mining_1086_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_761,train,1,mining_emergence,positive,mining,Mining site emerged,-69.9869655,-12.8891225,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_761_t0.npy,train/images/mining_761_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_951,train,1,mining_emergence,positive,mining,Mining site emerged,-65.29626141599209,-9.821515751156658,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_951_t0.npy,train/images/mining_951_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_421,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-78.49984330997145,-3.775137486076099,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_421_t0.npy,train/images/human_421_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_891,train,1,mining_emergence,positive,mining,Mining site emerged,-57.425903,-5.94027,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_891_t0.npy,train/images/mining_891_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_224,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-60.001385528209816,-2.824865868424778,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_224_t0.npy,train/images/human_224_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_498,train,1,mining_emergence,positive,mining,Mining site emerged,-56.328302916764386,-5.985073749796126,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_498_t0.npy,train/images/mining_498_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2282,train,1,mining_emergence,positive,mining,Mining site emerged,-69.8388125859622,-12.719602855617161,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2282_t0.npy,train/images/mining_2282_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_343,train,1,mining_emergence,positive,mining,Mining site emerged,-54.930879249529404,4.454969083625548,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_343_t0.npy,train/images/mining_343_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2131,train,1,mining_emergence,positive,mining,Mining site emerged,-77.2568647130959,0.222721927092834,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2131_t0.npy,train/images/mining_2131_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_902,train,1,mining_emergence,positive,mining,Mining site emerged,-70.04955625067595,-12.870073081756688,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_902_t0.npy,train/images/mining_902_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_899,train,1,mining_emergence,positive,mining,Mining site emerged,-59.2405895,6.683997,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_899_t0.npy,train/images/mining_899_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1185,train,1,mining_emergence,positive,mining,Mining site emerged,-61.763144,6.411209,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1185_t0.npy,train/images/mining_1185_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_413,train,1,mining_emergence,positive,mining,Mining site emerged,-66.85489374960022,3.692453083715269,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_413_t0.npy,train/images/mining_413_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2199,train,1,mining_emergence,positive,mining,Mining site emerged,-67.70351207145782,-15.257409172045312,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_2199_t0.npy,train/images/mining_2199_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_862,train,1,mining_emergence,positive,mining,Mining site emerged,-70.04011775067586,-12.905372081739626,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_862_t0.npy,train/images/mining_862_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_739,train,1,mining_emergence,positive,mining,Mining site emerged,-56.689677,-6.9401145,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_739_t0.npy,train/images/mining_739_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_265,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-54.9747031885698,-11.555958877318103,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_265_t0.npy,train/images/human_265_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_541,train,1,mining_emergence,positive,mining,Mining site emerged,-69.926353,-12.7969375,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_541_t0.npy,train/images/mining_541_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_226,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-59.778396153180196,-2.715053284948475,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_226_t0.npy,train/images/human_226_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1917,train,1,mining_emergence,positive,mining,Mining site emerged,-63.73933389987969,2.476209359817363,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/mining_1917_t0.npy,train/images/mining_1917_t1.npy,"(48, 48, 6)","(48, 48, 6)"
human_209,train,0,human_activity,negative,human_non_mining,Human activity (not mining),-60.73481568045877,-3.119249108573212,14,2019-01-01,2019-12-31,2021-01-01,2021-12-31,train/images/human_209_t0.npy,train/images/human_209_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_1989,train,1,mining_emergence,positive,mining,Mining site emerged,-77.21593283806337,-0.299685492562104,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_1989_t0.npy,train/images/mining_1989_t1.npy,"(48, 48, 6)","(48, 48, 6)"
mining_2138,train,1,mining_emergence,positive,mining,Mining site emerged,-77.09670686788982,0.187824122652757,14,2018-01-01,2018-12-31,2020-12-31,2023-12-31,train/images/mining_2138_t0.npy,train/images/mining_2138_t1.npy,"(48, 48, 6)","(48, 48, 6)"
